1300409,"BARCELOS"
1505304,"ORIXIMINA"
1501576,"BOM JESUS DO TOCANTINS"
2401404,"BAIA FORMOSA"
2604700,"CORRENTES"
2600401,"AGUA PRETA"
2601003,"ANGELIM"
2106805,"MIRINZAL"
2109106,"PRESIDENTE DUTRA"
2609808,"OROCO"
2915908,"ITANAGRA"
2612406,"SANHARO"
2602001,"BODOCO"
2405702,"JARDIM DO SERIDO"
2101509,"BARAO DE GRAJAU"
2928604,"SANTO AMARO"
2708600,"SAO MIGUEL DOS CAMPOS"
2300507,"ALCANTARAS"
2908903,"CORACAO DE MARIA"
2312601,"SAO LUIS DO CURU"
2505303,"CURRAL VELHO"
2404903,"ITAU"
2922854,"NOVA REDENCAO"
2905800,"CAMAMU"
2927309,"SALINAS DA MARGARIDA"
2907558,"CATURAMA"
2509107,"MARI"
2504405,"CONCEICAO"
2701902,"CHA PRETA"
2606002,"GARANHUNS"
2111532,"SAO PEDRO DA AGUA BRANCA"
1502764,"CUMARU DO NORTE"
2102754,"CAPINZAL DO NORTE"
2202208,"CAMPO MAIOR"
2904704,"BUERAREMA"
2614204,"SIRINHAEM"
2201572,"BELEM DO PIAUI"
2918001,"JEQUIE"
2210706,"SIMOES"
2925253,"PONTO NOVO"
2607802,"ITAQUITINGA"
2202133,"CAMPO GRANDE DO PIAUI"
1504208,"MARABA"
2114007,"ZE DOCA"
2704005,"JUNQUEIRO"
2508604,"LUCENA"
2506301,"GUARABIRA"
1503507,"IRITUIA"
2909307,"CORRENTINA"
2604502,"CHA GRANDE"
2103158,"CENTRO DO GUILHERME"
2800605,"BARRA DOS COQUEIROS"
2205607,"LANDRI SALES"
2410702,"RIACHO DA CRUZ"
2615607,"TRINDADE"
1304005,"SILVES"
2101004,"ARARI"
2612802,"SANTA TEREZINHA"
2911105,"FORMOSA DO RIO PRETO"
2931202,"TAPEROA"
2610202,"PANELAS"
2913101,"IBITITA"
2505279,"CURRAL DE CIMA"
2100956,"ARAME"
2408904,"PARELHAS"
2107357,"NOVA OLINDA DO MARANHAO"
1507607,"SAO MIGUEL DO GUAMA"
2102036,"BOM JESUS DAS SELVAS"
2507002,"ITAPORANGA"
2907509,"CATU"
2910404,"ENCRUZILHADA"
2202901,"CORRENTE"
2910206,"DOM MACEDO COSTA"
2501104,"AREIA"
1505106,"OBIDOS"
2703759,"JEQUIA DA PRAIA"
2110039,"SANTA LUZIA DO PARUA"
2903508,"BELO CAMPO"
2607208,"IPOJUCA"
2301208,"ARACOIABA"
2201200,"BARRAS"
2916005,"ITANHEM"
2516300,"SUME"
2500536,"ALCANTIL"
2111250,"SAO JOSE DOS BASILIOS"
2904308,"BREJOES"
2923605,"PARAMIRIM"
2611309,"POMBOS"
2930709,"SIMOES FILHO"
1502707,"CONCEICAO DO ARAGUAIA"
2926400,"RIACHO DE SANTANA"
2409308,"PATU"
2804607,"NOSSA SENHORA DAS DORES"
2106102,"LORETO"
2112704,"VARGEM GRANDE"
2211704,"WALL FERRAZ"
2404309,"GOVERNADOR DIX-SEPT ROSADO"
2200608,"ANGICAL DO PIAUI"
2302057,"BARROQUINHA"
2612471,"SANTA CRUZ DA BAIXA VERDE"
2800506,"AREIA BRANCA"
2701704,"CAPELA"
2208650,"QUEIMADA NOVA"
2513984,"SAO FRANCISCO"
1505700,"PONTA DE PEDRAS"
2307635,"MADALENA"
2103125,"CENTRAL DO MARANHAO"
2907905,"CIPO"
2906907,"CARAVELAS"
2603801,"CAPOEIRAS"
1500107,"ABAETETUBA"
2111763,"SENADOR LA ROCQUE"
2303907,"CHAVAL"
2102200,"BURITI"
1502202,"CAPANEMA"
2404606,"IELMO MARINHO"
2910602,"ESPLANADA"
2209203,"SANTA FILOMENA"
2303931,"CHORO"
2929107,"SAO FELIPE"
2610509,"PASSIRA"
2203107,"CRISTINO CASTRO"
2606804,"IGARASSU"
2110302,"SANTO ANTONIO DOS LOPES"
2709202,"TRAIPU"
1506302,"SALVATERRA"
2407609,"MESSIAS TARGINO"
2927408,"SALVADOR"
2101301,"BACURI"
2311900,"SABOEIRO"
2913903,"IPIAU"
1300508,"BARREIRINHA"
2930006,"SEBASTIAO LARANJEIRAS"
2930808,"SOUTO SOARES"
2108256,"PEDRO DO ROSARIO"
2707800,"ROTEIRO"
2413359,"SERRA DO MEL"
1301654,"GUAJARA"
2922755,"NOVA IBIA"
2103307,"CODO"
2304954,"GUAIUBA"
2104503,"GOVERNADOR ARCHER"
2602803,"BUIQUE"
2309458,"OCARA"
2913457,"IGRAPIUNA"
2202026,"BURITI DOS MONTES"
2924058,"PE DE SERRA"
2915353,"ITAGUACU DA BAHIA"
2929206,"SAO FRANCISCO DO CONDE"
2207504,"PALMEIRAIS"
2603108,"CACHOEIRINHA"
2305308,"IBIAPINA"
2410207,"PORTALEGRE"
2907103,"CARINHANHA"
2502706,"BORBOREMA"
2616100,"VERDEJANTE"
2201150,"BAIXA GRANDE DO RIBEIRO"
2909802,"CRUZ DAS ALMAS"
2105922,"LAGOA DO MATO"
2105203,"IGARAPE GRANDE"
2917508,"JACOBINA"
2804102,"MOITA BONITA"
2107209,"NINA RODRIGUES"
2800670,"BOQUIM"
2906600,"CANDIBA"
2414159,"TENENTE LAURENTINO CRUZ"
2100832,"APICUM-ACU"
2500601,"ALHANDRA"
2600302,"AGRESTINA"
2607901,"JABOATAO DOS GUARARAPES"
2412609,"SAO PAULO DO POTENGI"
2301802,"BAIXIO"
1506161,"RIO MARIA"
2904506,"BROTAS DE MACAUBAS"
2931707,"TERRA NOVA"
2503506,"CACIMBA DE DENTRO"
2512200,"PRATA"
2501203,"AREIAL"
2300309,"ACOPIARA"
2410256,"PORTO DO MANGUE"
2100808,"ANAPURUS"
2611200,"POCAO"
2802007,"DIVINA PASTORA"
2904803,"CAATIBA"
1502772,"CURIONOPOLIS"
2910800,"FEIRA DE SANTANA"
1506187,"RONDON DO PARA"
2600906,"AMARAJI"
2310407,"PARAMOTI"
1507409,"SAO FRANCISCO DO PARA"
2912806,"IBIRAPUA"
2915403,"ITAJU DO COLONIA"
2601201,"ARCOVERDE"
2300804,"ANTONINA DO NORTE"
2107902,"PASSAGEM FRANCA"
2803500,"LAGARTO"
2909208,"CORONEL JOAO SA"
2413706,"SITIO NOVO"
2806107,"ROSARIO DO CATETE"
2701209,"CACIMBINHAS"
2201903,"BOM JESUS"
2613701,"SAO LOURENCO DA MATA"
2100873,"ARAGUANA"
2802106,"ESTANCIA"
2611507,"QUIPAPA"
2800407,"ARAUA"
2605103,"CUSTODIA"
2905206,"CAETITE"
2402105,"CAMPO REDONDO"
2505907,"EMAS"
2515005,"SAO MIGUEL DE TAIPU"
2905909,"CAMPO ALEGRE DE LOURDES"
2612307,"SALOA"
2928406,"SANTA RITA DE CASSIA"
2105351,"ITAIPAVA DO GRAJAU"
2403608,"EXTREMOZ"
2208205,"PIO IX"
2910057,"DIAS D'AVILA"
2106409,"MATA ROMA"
1508407,"XINGUARA"
2308203,"MERUOCA"
2402501,"CARNAUBAIS"
2516607,"TAVARES"
1508001,"TOME-ACU"
2910727,"EUNAPOLIS"
2309300,"NOVA RUSSAS"
2504603,"CONDE"
2105708,"LAGO DA PEDRA"
2904001,"BONINAL"
2917805,"JAGUARIPE"
1507904,"SOURE"
2111953,"SUCUPIRA DO RIACHAO"
2401859,"CAICARA DO NORTE"
2102903,"CARUTAPERA"
2103752,"DAVINOPOLIS"
2930204,"SENTO SE"
2912202,"IBICOARA"
2203800,"FLORES DO PIAUI"
2412401,"SAO JOSE DO SERIDO"
2612703,"SANTA MARIA DO CAMBUCA"
2914406,"IRAQUARA"
2503001,"CAAPORA"
2310803,"PEREIRO"
2402709,"CERRO CORA"
2204907,"ISAIAS COELHO"
5108055,"TERRA NOVA DO NORTE"
2205201,"JAICOS"
2900801,"ALCOBACA"
2105500,"JOAO LISBOA"
2607703,"ITAPETIM"
2706307,"PALMEIRA DOS INDIOS"
2606408,"GRAVATA"
2609402,"MORENO"
2107704,"PARAIBANO"
2515609,"SERRA DA RAIZ"
2302503,"BREJO SANTO"
1508035,"TRACUATEUA"
2109551,"RIBAMAR FIQUENE"
2613909,"SERRA TALHADA"
1501451,"BELTERRA"
2304202,"CRATO"
2308906,"MORRINHOS"
2903201,"BARREIRAS"
2914703,"ITABERABA"
2111052,"SAO JOAO DO PARAISO"
2304103,"CRATEUS"
2202604,"CASTELO DO PIAUI"
2108207,"PEDREIRAS"
2102507,"CAJARI"
2205706,"LUIS CORREIA"
2111573,"SAO PEDRO DOS CRENTES"
5100359,"ALTO BOA VISTA"
2103208,"CHAPADINHA"
2927507,"SANTA BARBARA"
2912509,"IBIPITANGA"
2613404,"SAO JOSE DA COROA GRANDE"
2913606,"ILHEUS"
2604403,"CHA DE ALEGRIA"
2304509,"FRECHEIRINHA"
2102556,"CAMPESTRE DO MARANHAO"
1303007,"NHAMUNDA"
2507507,"JOAO PESSOA"
2515104,"SAO SEBASTIAO DE LAGOA DE ROCA"
1506203,"SALINOPOLIS"
5107008,"POXOREO"
2605806,"FREI MIGUELINHO"
2306256,"ITAITINGA"
5106307,"PARANATINGA"
2906303,"CANAVIEIRAS"
