2210979,"TANQUE DO PIAUI"
5202809,"AVELINOPOLIS"
2404101,"GALINHOS"
2918209,"JIQUIRICA"
2405504,"JARDIM DE ANGICOS"
2202117,"CAMPO ALEGRE DO FIDALGO"
4306379,"DILERMANDO DE AGUIAR"
2906402,"CANDEAL"
2924702,"PIRIPA"
1720150,"SAO FELIX DO TOCANTINS"
2402808,"CORONEL EZEQUIEL"
2916708,"ITAQUARA"
2510709,"PASSAGEM"
2924801,"PIRITIBA"
5107297,"SAO JOSE DO POVO"
2933109,"VARZEA DO POCO"
2700805,"BELEM"
2203453,"DOM INOCENCIO"
2919306,"LENCOIS"
2513158,"SANTA CECILIA"
2513851,"SANTO ANDRE"
2514552,"SAO JOSE DE PRINCESA"
3102852,"ANGELANDIA"
2905503,"CALDEIRAO GRANDE"
2202653,"CAXINGO"
2402907,"CORONEL JOAO PESSOA"
2207108,"OLHO D AGUA DO PIAUI"
2804904,"PACATUBA"
2207553,"PAQUETA"
2500700,"SAO JOAO DO RIO DO PEIXE"
2516508,"TAPEROA"
2201919,"BOM PRINCIPIO DO PIAUI"
2603702,"CANHOTINHO"
2801603,"CEDRO DE SAO JOAO"
2505600,"DIAMANTE"
2203503,"ELESBAO VELOSO"
2403509,"ESPIRITO SANTO"
2106672,"MILAGRES DO MARANHAO"
4312302,"MIRAGUAI"
2409605,"PEDRA PRETA"
2500577,"ALGODAO DE JANDAIRA"
2700904,"BELO MONTE"
2801108,"CANHOBA"
1301951,"ITAMARATI"
2918100,"JEREMOABO"
2609154,"MANARI"
2705309,"MINADOR DO NEGRAO"
2206696,"MURICI DOS PORTELAS"
3156502,"RUBELITA"
2927200,"RUY BARBOSA"
1506583,"SANTA MARIA DAS BARREIRAS"
2411601,"SAO BENTO DO NORTE"
2513943,"SAO DOMINGOS DO CARIRI"
2411809,"SAO FERNANDO"
3162401,"SAO JOAO DA PONTE"
2413508,"SERRINHA"
3168408,"TARUMIRIM"
2211209,"URUCUI"
2616183,"VERTENTE DO LERIO"
2200954,"AROEIRAS DO ITAIM"
2404705,"IPANGUACU"
2205003,"ITAINOPOLIS"
2205359,"JOAO COSTA"
2509602,"MONTE HOREBE"
1713957,"MURICILANDIA"
2512036,"POCO DANTAS"
2512788,"RIACHO DE SANTO ANTONIO"
1506401,"SANTA CRUZ DO ARARI"
4317004,"SANTANA DA BOA VISTA"
2929008,"SAO FELIX"
2200251,"ALAGOINHA DO PIAUI"
2600807,"ALTINHO"
1300029,"ALVARAES"
2501153,"AREIA DE BARAUNAS"
2201606,"BENEDITINOS"
2502102,"BOA VENTURA"
2201804,"BOCAINA"
4304655,"CAPAO DO CIPO"
2908804,"CONTENDAS DO SINCORA"
5003504,"DOURADINA"
2204154,"FRANCISCO MACEDO"
2802403,"GARARU"
3129657,"IBIRACATU"
2502607,"IGARACY"
1400282,"IRACEMA"
2513000,"SALGADINHO"
2210375,"SAO LUIS DO PIAUI"
2603207,"CAETES"
2202083,"CAJUEIRO DA PRAIA"
2907400,"CATOLANDIA"
2202737,"COIVARAS"
2202802,"CONCEICAO DO CANINDE"
2204006,"FRANCINOPOLIS"
3136801,"JURAMENTO"
2406809,"LAJES PINTADAS"
2508406,"LASTRO"
2206050,"MASSAPE DO PIAUI"
1712702,"MATEIROS"
2206654,"MORRO CABECA NO TEMPO"
2804300,"MURIBECA"
2109403,"PRIMEIRA CRUZ"
2707602,"QUEBRANGULO"
2806305,"SANTA LUZIA DO ITANHY"
2210383,"SAO MIGUEL DA BAIXA GRANDE"
2211605,"VILA NOVA DO PIAUI"
2200053,"ACAUA"
3100807,"AGUANIL"
2200509,"AMARANTE"
2201507,"BATALHA"
1300680,"BOA VISTA DO RAMOS"
2401909,"CAICARA DO RIO DO VENTO"
2503753,"CAJAZEIRINHAS"
2202109,"CAMPINAS DO PIAUI"
2907707,"CHORROCHO"
2506202,"FREI MARTINHO"
2506251,"GADO BRAVO"
2506509,"GURJAO"
1302108,"JAPURA"
3135456,"JENIPAPO DE MINAS"
2508109,"LAGOA"
2508554,"LOGRADOURO"
3138658,"LONTRA"
5105309,"LUCIARA"
2406908,"LUCRECIA"
1600402,"MAZAGAO"
3142254,"MIRAVANIA"
3145372,"NOVORIZONTE"
2510600,"OURO VELHO"
2512721,"PEDRO REGIS"
1505635,"PICARRA"
2310852,"PINDORETAMA"
1506112,"QUATIPURU"
2410603,"RAFAEL GODEIRO"
2612208,"SALGUEIRO"
2110237,"SANTANA DO MARANHAO"
5107859,"SAO FELIX DO ARAGUAIA"
2413300,"SERRA DE SAO BENTO"
1720937,"TAIPAS DO TOCANTINS"
2505501,"VISTA SERRANA"
2500734,"AMPARO"
4301750,"BARAO DO TRIUNFO"
2201945,"BOQUEIRAO DO PIAUI"
3112059,"CANTAGALO"
2504074,"CARAUBAS"
2202539,"CARAUBAS DO PIAUI"
2403004,"CRUZETA"
1502905,"CURUCA"
4308052,"FAXINALZINHO"
4308102,"FELIZ"
2911303,"GENTIO DO OURO"
2405306,"JANUARIO CICCO"
2508000,"JURU"
3137007,"LADAINHA"
2406403,"LAGOA DE VELHOS"
2206670,"MORRO DO CHAPEU DO PIAUI"
1715259,"NOVO JARDIM"
2207405,"PALMEIRA DO PIAUI"
2408607,"PARANA"
3156403,"ROMARIA"
2513109,"SALGADO DE SAO FELIX"
1506351,"SANTA BARBARA DO PARA"
2928059,"SANTA LUZIA"
3161601,"SAO GERALDO DA PIEDADE"
1720200,"SAO MIGUEL DO TOCANTINS"
1303957,"SAO SEBASTIAO DO UATUMA"
2313351,"TEJUCUOCA"
1300300,"AUTAZES"
2903003,"BARRA DO MENDES"
1501600,"BONITO"
4302501,"BOSSOROCA"
1300839,"CAAPIRANGA"
2202091,"CALDEIRAO GRANDE DO PIAUI"
2202505,"CARACOL"
3117009,"COMERCINHO"
2908309,"CONCEICAO DO ALMEIDA"
3117836,"CONEGO MARINHO"
2504850,"COXIXOLA"
3127339,"GAMELEIRAS"
3131802,"ITABIRINHA DE MANTENA"
2703403,"JACARE DOS HOMENS"
2917904,"JANDAIRA"
1711803,"JUARINA"
5212253,"LAGOA SANTA"
5105234,"LAMBARI D'OESTE"
1302702,"MANICORE"
2206001,"MARCOS PARENTE"
2308351,"MILHA"
2610806,"PEDRA"
1719004,"SANTA TEREZA DO TOCANTINS"
3160504,"SANTO ANTONIO DO RIO ABAIXO"
1720101,"SAO BENTO DO TOCANTINS"
2514305,"SAO JOSE DE CAIANA"
3164803,"SAO SEBASTIAO DO RIO PRETO"
2515401,"SAO VICENTE DO SERIDO"
5107883,"SERRA NOVA DOURADA"
4321329,"TAQUARUCU DO SUL"
5108352,"VALE DE SAO DOMINGOS"
2211506,"VERA MENDES"
2400604,"ALMINO AFONSO"
5200803,"ALVORADA DO NORTE"
1703008,"BABACULANDIA"
2202000,"BURITI DOS LOPES"
1400175,"CANTA"
1400233,"CAROEBE"
4204178,"CERRO NEGRO"
3123858,"ENTRE FOLHAS"
3126802,"FREI GASPAR"
4308656,"GARRUCHOS"
4309571,"HERVEIRAS"
2803203,"ITAPORANGA D'AJUDA"
4310876,"JACUIZINHO"
2205276,"JATOBA DO PIAUI"
3136520,"JOSE GONCALVES DE MINAS"
2920205,"MALHADA"
2206407,"MONSENHOR GIL"
1718659,"RIO DA CONCEICAO"
1100296,"SANTA LUZIA D'OESTE"
2209609,"SAO FELIX DO PIAUI"
2932408,"UIBAI"
4218855,"UNIAO DO OESTE"
2517100,"VARZEA"
4323457,"VILA NOVA DO SUL"
5200209,"AGUA LIMPA"
2500205,"AGUIAR"
2300705,"ALTO SANTO"
1400027,"AMAJARI"
4300638,"AMARAL FERRADOR"
1300201,"ATALAIA DO NORTE"
3108602,"BRASILIA DE MINAS"
2202307,"CANTO DO BURITI"
3112109,"CAPARAO"
1703883,"CARMOLANDIA"
4307203,"ERVAL GRANDE"
3126703,"FRANCISCO SA"
3126950,"FREI LAGONEGRO"
2304806,"GRANJEIRO"
2304905,"GROAIRAS"
2305100,"GUARAMIRANGA"
5104906,"JANGADA"
2918803,"LAJE"
2207793,"PAU D'ARCO DO PIAUI"
4213351,"PONTE ALTA DO NORTE"
3152131,"PONTO CHIQUE"
4315313,"QUATRO IRMAOS"
2513505,"SANTANA DE MANGUEIRA"
2209351,"SANTANA DO PIAUI"
2514800,"SAO JOSE DOS CORDEIROS"
2313252,"TARRAFAS"
1721109,"TOCANTINIA"
1721257,"TUPIRAMA"
1100015,"ALTA FLORESTA D'OESTE"
1300060,"AMATURA"
2201176,"BARRA D ALCANTARA"
3108404,"BOTELHOS"
4306056,"CRISTAL"
2900504,"ERICO CARDOSO"
1707702,"FILADELFIA"
2911402,"GLORIA"
4309159,"GRAMADO XAVIER"
2912004,"IBIASSUCE"
5212055,"JESUPOLIS"
2509339,"MATINHAS"
4312377,"MONTE ALEGRE DOS CAMPOS"
2206803,"NOSSA SENHORA DOS REMEDIOS"
5106208,"NOVA BRASILANDIA"
1100502,"NOVO HORIZONTE DO OESTE"
5215652,"PALESTINA DE GOIAS"
4314159,"PAVERAMA"
2207934,"PEDRO LAURENTINO"
5106422,"PEIXOTO DE AZEVEDO"
1200807,"PORTO ACRE"
4315057,"PORTO MAUA"
3204302,"PRESIDENTE KENNEDY"
3154804,"RIO ACIMA"
2209153,"SANTA CRUZ DOS MILAGRES"
5219456,"SANTA RITA DO NOVO DESTINO"
2708105,"SANTANA DO MUNDAU"
3160306,"SANTO ANTONIO DO JACINTO"
3163003,"SAO JOSE DA SAFIRA"
2210102,"SAO JOSE DO PEIXE"
2930154,"SERRA DO RAMALHO"
3554805,"TREMEMBE"
4322327,"TURUCU"
4322533,"VALE DO SOL"
5200852,"AMERICANO DO BRASIL"
1701903,"ARAGUACEMA"
3104700,"ATALEIA"
4301859,"BARRA DO GUARITA"
3108255,"BONITO DE MINAS"
5204656,"CAMPINACU"
2202455,"CAPITAO GERVASIO OLIVEIRA"
3115458,"CATUJI"
4305157,"CERRO GRANDE"
1705102,"CHAPADA DA NATIVIDADE"
2203230,"CURRAIS"
3201803,"DIVINO DE SAO LOURENCO"
5103809,"FIGUEIROPOLIS D'OESTE"
3128303,"GUARANESIA"
2607109,"INGAZEIRA"
3132305,"ITAIPE"
1600253,"ITAUBAL"
3134707,"JACINTO"
3136009,"JOAIMA"
3138104,"LASSANCE"
5212303,"LEOPOLDO DE BULHOES"
3138674,"LUISBURGO"
2508802,"MALTA"
5106109,"NOSSA SENHORA DO LIVRAMENTO"
3144672,"NOVA BELEM"
3145307,"NOVO CRUZEIRO"
3146750,"PALMOPOLIS"
4315404,"REDENTORA"
2311702,"RERIUTABA"
4215653,"SANTA ROSA DO SUL"
5107776,"SANTA TEREZINHA"
2209906,"SAO JOAO DA SERRA"
4318457,"SAO JOSE DAS MISSOES"
1303908,"SAO PAULO DE OLIVENCA"
5107404,"SAO PEDRO DA CIPA"
3165503,"SARDOA"
5220702,"SITIO D'ABADIA"
5108105,"TESOURO"
3306156,"VARRE-SAI"
3102407,"ALVORADA DE MINAS"
1703073,"BARRA DO OURO"
3106101,"BELMIRO BRAGA"
4202701,"BOTUVERA"
1300904,"CANUTAMA"
1301159,"CAREIRO DA VARZEA"
1100908,"CASTANHEIRAS"
3115409,"CATAS ALTAS DA NORUEGA"
4306551,"DOM PEDRO DE ALCANTARA"
4309951,"IBIRAPUITA"
3131109,"INIMUTABA"
4310504,"IRAI"
4310538,"ITAARA"
3134004,"ITINGA"
3135357,"JAPONVAR"
4311239,"LAGOA BONITA DO SUL"
4311502,"LAVRAS DO SUL"
1504000,"LIMOEIRO DO AJURU"
4312104,"MATA"
4115739,"MATO RICO"
5213053,"MIMOSO DE GOIAS"
3144656,"NINHEIRA"
3146206,"OURO VERDE DE MINAS"
4211892,"PAINEL"
5216908,"PILAR DE GOIAS"
2310951,"PIRES FERREIRA"
4120333,"PRADO FERREIRA"
3155306,"RIO MANSO"
4315701,"RIO PARDO"
4316428,"SAGRADA FAMILIA"
4215455,"SANGAO"
3157906,"SANTA MARGARIDA"
1718907,"SANTA ROSA DO TOCANTINS"
1720002,"SANTA TEREZINHA DO TOCANTINS"
2209401,"SANTO ANTONIO DE LISBOA"
5107800,"SANTO ANTONIO DO LEVERGER"
2514404,"SAO JOSE DE ESPINHARAS"
5107305,"SAO JOSE DO RIO CLARO"
4320354,"SENTINELA DO SUL"
2515930,"SERTAOZINHO"
4218905,"URUBICI"
4100202,"ADRIANOPOLIS"
3100906,"AGUAS FORMOSAS"
4202131,"BELA VISTA DO TOLDO"
4202503,"BOM JARDIM DA SERRA"
3108503,"BOTUMIRIM"
4302659,"BROCHIER"
1100601,"CACAULANDIA"
3115474,"CATUTI"
4305124,"CERRITO"
1705607,"CONCEICAO DO TOCANTINS"
4307054,"ERNESTINA"
4308805,"GENERAL CAMARA"
4206801,"IBICARE"
3519501,"IBIRAREMA"
3130200,"IGARATINGA"
3130556,"IMBE DE MINAS"
4310652,"ITATI"
3136504,"JORDANIA"
3137304,"LAGOA DOS PATOS"
4312138,"MATO CASTELHANO"
3142601,"MONSENHOR PAULO"
